abnormal_time,abnormal_patternnoerror_ranked,abnormal_patternerror_ranked,total_score,inject_time,inject_pod,inject_type
2022-08-23 13:38,"[{'events': '47_48', 'score': 832, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 832, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 744, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 698, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 691, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 691, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 506, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 372, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 372, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 148, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],37397,2022-08-23 13:37:08,currencyservice-cf787dd48-vpjrd,network_delay
2022-08-23 13:39,"[{'events': '47_48', 'score': 928, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 928, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 784, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 761, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 761, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 716, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 502, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 358, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 358, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 171, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],35661,2022-08-23 13:37:08,currencyservice-cf787dd48-vpjrd,network_delay
2022-08-23 13:46,"[{'events': '73_74', 'score': -150, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 104, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 104, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 102, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 89, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 89, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -75, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -75, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -73, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': -27, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]",[],54273,2022-08-23 13:45:53,emailservice-55fdc5b988-f6xth,cpu_contention
2022-08-23 13:47,"[{'events': '73_74', 'score': -218, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -113, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -109, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -109, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -53, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -53, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -49, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': -43, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -43, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '182_184', 'score': 18, 'deepth': 2, 'pod': 'emailservice-55fdc5b988-f6xth'}]",[],56369,2022-08-23 13:45:53,emailservice-55fdc5b988-f6xth,cpu_contention
2022-08-23 13:55,"[{'events': '73_74', 'score': -146, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -74, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -73, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -73, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -54, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -54, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -53, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -53, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '51_52', 'score': -14, 'deepth': 1, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '55_56', 'score': -14, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],55982,2022-08-23 13:54:37,emailservice-55fdc5b988-f6xth,network_delay
2022-08-23 13:56,"[{'events': '73_74', 'score': -344, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -180, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -172, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -172, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -69, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -69, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -61, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': -57, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -57, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -39, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],57795,2022-08-23 13:54:37,emailservice-55fdc5b988-f6xth,network_delay
2022-08-23 14:04,"[{'events': '47_48', 'score': -99, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -99, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -87, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': -77, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -77, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '182_184', 'score': 22, 'deepth': 2, 'pod': 'emailservice-55fdc5b988-f6xth'}, {'events': '1_2', 'score': -22, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': -22, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '51_52', 'score': -17, 'deepth': 1, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '55_56', 'score': -17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],56104,2022-08-23 14:03:48,emailservice-55fdc5b988-f6xth,cpu_consumed
2022-08-23 14:05,"[{'events': '47_48', 'score': -281, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -281, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -246, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': -239, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -239, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': -110, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -90, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -55, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -55, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -50, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],59380,2022-08-23 14:03:48,emailservice-55fdc5b988-f6xth,cpu_consumed
2022-08-23 14:13,"[{'events': '73_74', 'score': -202, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -101, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -101, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -100, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -39, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '47_48', 'score': -38, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -38, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_82', 'score': 24, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '84_82', 'score': 24, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': 24, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],56305,2022-08-23 14:12:52,paymentservice-9cdb6588f-554sm,network_delay
2022-08-23 14:14,"[{'events': '47_48', 'score': 167, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 167, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 151, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 146, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 146, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_82', 'score': 26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '84_82', 'score': 26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': 26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_11', 'score': 21, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_26', 'score': 21, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],52494,2022-08-23 14:12:52,paymentservice-9cdb6588f-554sm,network_delay
2022-08-23 14:22,"[{'events': '47_48', 'score': -226, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -226, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': -204, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': -202, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -202, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 122, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 61, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 61, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 39, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '10_11', 'score': -33, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],56954,2022-08-23 14:21:54,paymentservice-9cdb6588f-554sm,cpu_contention
2022-08-23 14:23,"[{'events': '178_184', 'score': 19, 'deepth': 2, 'pod': 'paymentservice-9cdb6588f-554sm'}, {'events': '12_13', 'score': -18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -17, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -13, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': -13, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_78', 'score': -12, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -12, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '51_52', 'score': -9, 'deepth': 1, 'pod': 'shippingservice-7b598fc7d-lmggd'}]",[],54913,2022-08-23 14:21:54,paymentservice-9cdb6588f-554sm,cpu_contention
2022-08-23 14:31,"[{'events': '47_48', 'score': 309, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 309, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 290, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 253, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 239, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 239, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 201, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 145, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 145, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 62, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]",[],47430,2022-08-23 14:30:10,productcatalogservice-668d5f85fb-jhwx9,network_delay
2022-08-23 14:32,"[{'events': '47_48', 'score': 290, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 290, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 251, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 251, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 166, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 133, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 83, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 83, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 57, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': 57, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],48989,2022-08-23 14:30:10,productcatalogservice-668d5f85fb-jhwx9,network_delay
2022-08-23 14:48,"[{'events': '36_183', 'score': 1687, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '47_48', 'score': 1599, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 1599, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 1377, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1377, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 794, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 606, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 397, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 397, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 232, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]","[{'events': '2_185', 'score': 291, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '133_207', 'score': 4, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '141_208', 'score': 4, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",27751,2022-08-23 14:47:40,productcatalogservice-668d5f85fb-jhwx9,return
2022-08-23 14:49,"[{'events': '47_48', 'score': 2197, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 2197, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '37_38', 'score': 1922, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 1887, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1887, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 1086, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 818, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 543, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 543, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 314, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]","[{'events': '2_185', 'score': 392, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '133_207', 'score': 11, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '141_208', 'score': 11, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",18364,2022-08-23 14:47:40,productcatalogservice-668d5f85fb-jhwx9,return
2022-08-23 14:56,"[{'events': '38_47', 'score': 2246, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '38_49', 'score': 2246, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '46_184', 'score': 407, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '46_47', 'score': 407, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '46_49', 'score': 407, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '42_43', 'score': 407, 'deepth': 3, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '35_39', 'score': 407, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '73_74', 'score': -112, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_183', 'score': 82, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],63814,2022-08-23 14:55:55,productcatalogservice-668d5f85fb-jhwx9,cpu_consumed
2022-08-23 14:57,"[{'events': '38_47', 'score': 1889, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '38_49', 'score': 1889, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '36_183', 'score': 439, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 431, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 431, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '46_184', 'score': 354, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '46_47', 'score': 354, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '46_49', 'score': 354, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '42_43', 'score': 354, 'deepth': 3, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '35_39', 'score': 354, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}]",[],54461,2022-08-23 14:55:55,productcatalogservice-668d5f85fb-jhwx9,cpu_consumed
2022-08-23 15:05,"[{'events': '36_183', 'score': 2270, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '47_48', 'score': 2183, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 2183, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 1866, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1866, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 830, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 694, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 415, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 415, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '96_92', 'score': 304, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]","[{'events': '36_209', 'score': 366, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '2_185', 'score': 358, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '133_207', 'score': 6, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '141_208', 'score': 6, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",19714,2022-08-23 15:04:28,productcatalogservice-668d5f85fb-jhwx9,exception
2022-08-23 15:06,"[{'events': '47_48', 'score': 2215, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 2215, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '37_38', 'score': 1926, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '12_13', 'score': 1893, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1893, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 1014, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 796, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 507, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 507, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 310, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]","[{'events': '36_209', 'score': 402, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '2_185', 'score': 398, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '133_207', 'score': 13, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '141_208', 'score': 13, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",17696,2022-08-23 15:04:28,productcatalogservice-668d5f85fb-jhwx9,exception
2022-08-23 15:13,"[{'events': '36_183', 'score': -115, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-jhwx9'}, {'events': '47_48', 'score': -113, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -113, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -105, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -105, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 102, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 53, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 51, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 51, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '83_84', 'score': 27, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],54998,2022-08-23 15:12:49,recommendationservice-6cfdd55578-gfj6q,network_delay
2022-08-23 15:14,"[{'events': '73_74', 'score': 286, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 170, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 143, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 143, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 119, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 119, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 100, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 100, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': 51, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '83_84', 'score': 42, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],50797,2022-08-23 15:12:49,recommendationservice-6cfdd55578-gfj6q,network_delay
